identifier,pitch,sex
03695a66-01d2-4c1d-833e-d10f19a99749/sample28,128,0
03695a66-01d2-4c1d-833e-d10f19a99749/sample29,127,0
03695a66-01d2-4c1d-833e-d10f19a99749/sample3,139,0
03695a66-01d2-4c1d-833e-d10f19a99749/sample31,128,0
03695a66-01d2-4c1d-833e-d10f19a99749/sample32,129,0
03695a66-01d2-4c1d-833e-d10f19a99749/sample33,127,0
03695a66-01d2-4c1d-833e-d10f19a99749/sample34,130,0
03695a66-01d2-4c1d-833e-d10f19a99749/sample35,128,0
03695a66-01d2-4c1d-833e-d10f19a99749/sample36,137,0
03695a66-01d2-4c1d-833e-d10f19a99749/sample37,123,0
03695a66-01d2-4c1d-833e-d10f19a99749/sample38,129,0
03695a66-01d2-4c1d-833e-d10f19a99749/sample39,133,0
03695a66-01d2-4c1d-833e-d10f19a99749/sample4,141,0
03695a66-01d2-4c1d-833e-d10f19a99749/sample40,133,0
03695a66-01d2-4c1d-833e-d10f19a99749/sample41,132,0
03695a66-01d2-4c1d-833e-d10f19a99749/sample42,134,0
03695a66-01d2-4c1d-833e-d10f19a99749/sample43,131,0
03695a66-01d2-4c1d-833e-d10f19a99749/sample5,126,0
03695a66-01d2-4c1d-833e-d10f19a99749/sample6,129,0
03695a66-01d2-4c1d-833e-d10f19a99749/sample7,138,0
03695a66-01d2-4c1d-833e-d10f19a99749/sample8,123,0
03695a66-01d2-4c1d-833e-d10f19a99749/sample9,134,0
038da537-8a51-4cb7-841c-b724cdedf5f1/sample24,132,0
038da537-8a51-4cb7-841c-b724cdedf5f1/sample27,122,0
038da537-8a51-4cb7-841c-b724cdedf5f1/sample35,126,0
038da537-8a51-4cb7-841c-b724cdedf5f1/sample38,125,0
038da537-8a51-4cb7-841c-b724cdedf5f1/sample40,129,0
03d0da32-2267-4d59-9324-4e0ba2193eb1/sample16,133,0
03d0da32-2267-4d59-9324-4e0ba2193eb1/sample19,117,0
03d0da32-2267-4d59-9324-4e0ba2193eb1/sample24,129,0
03d0da32-2267-4d59-9324-4e0ba2193eb1/sample32,127,0
03d0da32-2267-4d59-9324-4e0ba2193eb1/sample33,131,0
03d0da32-2267-4d59-9324-4e0ba2193eb1/sample39,122,0
03d0da32-2267-4d59-9324-4e0ba2193eb1/sample9,129,0
03ea4eed-f533-45bf-874c-91803307231e/sample13,127,0
03ea4eed-f533-45bf-874c-91803307231e/sample14,125,0
03ea4eed-f533-45bf-874c-91803307231e/sample17,126,0
03ea4eed-f533-45bf-874c-91803307231e/sample40,130,0
03ea4eed-f533-45bf-874c-91803307231e/sample41,121,0
041a96bd-baba-428e-85e3-eb2de10042c0/sample30,164,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample1,178,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample10,187,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample11,162,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample12,168,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample13,168,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample14,170,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample15,160,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample16,162,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample17,161,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample18,167,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample19,159,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample2,172,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample20,164,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample21,176,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample22,160,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample23,157,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample24,154,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample25,168,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample26,161,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample27,161,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample28,173,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample29,166,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample3,156,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample31,165,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample32,169,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample33,164,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample34,185,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample35,162,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample36,171,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample37,166,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample38,155,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample39,161,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample4,159,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample40,158,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample41,171,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample42,167,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample43,161,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample5,170,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample6,161,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample7,171,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample8,164,1
041a96bd-baba-428e-85e3-eb2de10042c0/sample9,168,1
0420c612-8cd7-4afb-84f9-a1748f8d5049/sample23,181,1
0420c612-8cd7-4afb-84f9-a1748f8d5049/sample32,158,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample30,171,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample1,169,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample10,175,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample11,168,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample12,172,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample13,167,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample14,167,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample15,171,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample16,177,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample17,171,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample18,168,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample19,175,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample2,181,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample20,172,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample21,178,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample22,175,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample23,174,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample24,159,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample25,182,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample26,168,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample27,175,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample28,179,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample29,176,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample3,164,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample31,173,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample32,174,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample33,161,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample34,171,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample35,173,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample36,173,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample37,167,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample38,172,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample39,165,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample4,165,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample40,151,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample41,164,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample42,163,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample43,170,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample5,185,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample6,154,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample7,166,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample8,178,1
04246059-f8f6-4913-98b8-7fc6a7ba5b1b/sample9,161,1
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample28,160,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample1,132,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample10,149,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample11,162,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample12,154,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample13,149,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample14,138,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample15,156,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample16,161,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample17,152,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample18,155,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample19,134,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample2,161,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample20,159,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample21,159,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample23,143,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample24,156,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample25,150,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample26,154,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample27,137,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample29,141,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample3,150,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample30,150,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample31,158,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample32,157,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample35,132,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample36,145,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample37,149,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample38,144,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample39,154,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample4,153,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample40,159,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample41,150,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample43,156,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample5,137,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample6,142,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample7,162,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample8,150,0
04484b5b-cd1d-44eb-b1c3-09161711f68c/sample9,155,0
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample30,183,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample1,179,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample10,171,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample11,185,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample12,182,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample13,167,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample14,166,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample15,171,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample16,181,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample17,178,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample18,164,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample19,176,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample2,176,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample20,168,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample21,183,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample22,178,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample23,175,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample24,170,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample25,186,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample26,174,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample27,177,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample28,167,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample29,175,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample3,174,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample31,162,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample32,170,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample33,174,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample34,167,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample35,180,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample36,170,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample37,166,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample38,176,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample39,165,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample4,167,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample40,175,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample41,172,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample42,180,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample43,161,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample5,178,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample6,172,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample7,164,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample8,172,1
07fa7c5d-b226-4d6c-baa6-abe983503d42/sample9,166,1
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample30,117,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample1,115,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample10,115,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample11,117,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample12,123,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample13,126,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample14,123,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample15,117,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample16,116,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample17,123,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample18,126,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample19,121,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample2,116,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample20,119,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample21,117,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample22,113,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample23,110,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample24,117,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample25,118,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample26,117,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample27,117,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample28,114,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample29,109,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample3,119,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample31,114,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample32,123,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample33,110,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample34,121,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample35,117,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample36,117,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample37,128,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample38,126,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample39,117,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample4,119,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample40,116,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample41,118,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample42,129,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample43,116,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample5,115,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample6,122,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample7,119,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample8,116,0
0937fd9f-439b-4239-b9dd-0f0e74004c24/sample9,118,0
0a178013-d26f-4fc7-94da-d16ab9bc63eb/sample3,173,1
0a178013-d26f-4fc7-94da-d16ab9bc63eb/sample1,170,1
0a178013-d26f-4fc7-94da-d16ab9bc63eb/sample10,174,1
0a178013-d26f-4fc7-94da-d16ab9bc63eb/sample11,176,1
0a178013-d26f-4fc7-94da-d16ab9bc63eb/sample12,167,1
0a178013-d26f-4fc7-94da-d16ab9bc63eb/sample13,180,1
0a178013-d26f-4fc7-94da-d16ab9bc63eb/sample14,173,1
0a178013-d26f-4fc7-94da-d16ab9bc63eb/sample15,181,1
