identifier,pitch,sex
cmu_us_slt_arctic_b0539,180,1
cmu_us_slt_arctic_b0416,169,1
cmu_us_slt_arctic_a0151,176,1
cmu_us_slt_arctic_a0442,162,1
cmu_us_slt_arctic_a0345,162,1
cmu_us_slt_arctic_b0434,174,1
cmu_us_slt_arctic_a0447,163,1
cmu_us_slt_arctic_b0520,174,1
cmu_us_slt_arctic_a0372,165,1
cmu_us_slt_arctic_a0374,163,1
cmu_us_slt_arctic_b0504,181,1
cmu_us_slt_arctic_a0449,168,1
cmu_us_slt_arctic_a0475,178,1
cmu_us_slt_arctic_a0121,194,1
cmu_us_slt_arctic_b0271,175,1
cmu_us_slt_arctic_a0108,186,1
cmu_us_slt_arctic_a0456,174,1
cmu_us_slt_arctic_b0039,180,1
cmu_us_slt_arctic_a0391,158,1
cmu_us_slt_arctic_b0331,175,1
cmu_us_slt_arctic_a0518,174,1
cmu_us_slt_arctic_b0409,176,1
cmu_us_slt_arctic_b0292,168,1
cmu_us_slt_arctic_b0313,170,1
cmu_us_slt_arctic_b0247,182,1
cmu_us_slt_arctic_a0084,180,1
cmu_us_slt_arctic_b0396,167,1
cmu_us_slt_arctic_a0010,183,1
cmu_us_slt_arctic_b0205,178,1
cmu_us_slt_arctic_a0405,165,1
cmu_us_slt_arctic_a0379,161,1
cmu_us_slt_arctic_b0332,174,1
cmu_us_slt_arctic_a0116,178,1
cmu_us_slt_arctic_b0399,166,1
cmu_us_slt_arctic_b0443,172,1
cmu_us_slt_arctic_a0112,182,1
cmu_us_slt_arctic_a0200,178,1
cmu_us_slt_arctic_b0432,174,1
cmu_us_slt_arctic_b0387,174,1
cmu_us_slt_arctic_b0379,170,1
cmu_us_slt_arctic_b0202,178,1
cmu_us_slt_arctic_a0470,165,1
cmu_us_slt_arctic_a0495,182,1
cmu_us_slt_arctic_b0065,180,1
cmu_us_slt_arctic_b0234,178,1
cmu_us_slt_arctic_a0521,176,1
cmu_us_slt_arctic_b0027,186,1
cmu_us_slt_arctic_a0463,172,1
cmu_us_slt_arctic_a0589,163,1
cmu_us_slt_arctic_a0483,170,1
cmu_us_slt_arctic_a0241,178,1
cmu_us_slt_arctic_a0287,157,1
cmu_us_slt_arctic_b0294,168,1
cmu_us_slt_arctic_a0164,184,1
cmu_us_slt_arctic_a0139,178,1
cmu_us_slt_arctic_b0085,188,1
cmu_us_slt_arctic_a0005,195,1
cmu_us_slt_arctic_a0583,184,1
cmu_us_slt_arctic_b0154,174,1
cmu_us_slt_arctic_a0503,162,1
cmu_us_slt_arctic_a0355,167,1
cmu_us_slt_arctic_a0571,165,1
cmu_us_slt_arctic_a0511,162,1
cmu_us_slt_arctic_a0165,186,1
cmu_us_slt_arctic_b0357,176,1
cmu_us_slt_arctic_a0336,161,1
cmu_us_slt_arctic_b0334,178,1
cmu_us_slt_arctic_b0425,176,1
cmu_us_slt_arctic_b0406,180,1
cmu_us_slt_arctic_b0494,174,1
cmu_us_slt_arctic_b0131,182,1
cmu_us_slt_arctic_b0455,187,1
cmu_us_slt_arctic_a0187,170,1
cmu_us_slt_arctic_b0501,164,1
cmu_us_slt_arctic_a0249,168,1
cmu_us_slt_arctic_a0196,177,1
cmu_us_slt_arctic_a0544,169,1
cmu_us_slt_arctic_b0221,176,1
cmu_us_slt_arctic_b0091,190,1
cmu_us_slt_arctic_a0271,172,1
cmu_us_slt_arctic_a0446,173,1
cmu_us_slt_arctic_a0268,165,1
cmu_us_slt_arctic_a0531,167,1
cmu_us_slt_arctic_a0290,157,1
cmu_us_slt_arctic_b0333,174,1
cmu_us_slt_arctic_b0464,176,1
cmu_us_slt_arctic_b0164,190,1
cmu_us_slt_arctic_b0469,176,1
cmu_us_slt_arctic_a0018,192,1
cmu_us_slt_arctic_b0441,174,1
cmu_us_slt_arctic_b0383,163,1
cmu_us_slt_arctic_b0267,176,1
cmu_us_slt_arctic_a0407,163,1
cmu_us_slt_arctic_a0090,181,1
cmu_us_slt_arctic_b0460,168,1
cmu_us_slt_arctic_b0067,182,1
cmu_us_slt_arctic_b0380,179,1
cmu_us_slt_arctic_a0250,170,1
cmu_us_slt_arctic_a0299,167,1
cmu_us_slt_arctic_b0263,170,1
cmu_us_slt_arctic_b0335,176,1
cmu_us_slt_arctic_a0056,190,1
cmu_us_slt_arctic_a0126,188,1
cmu_us_slt_arctic_b0537,176,1
cmu_us_slt_arctic_b0282,168,1
cmu_us_slt_arctic_b0286,186,1
cmu_us_slt_arctic_a0118,176,1
cmu_us_slt_arctic_a0155,184,1
cmu_us_slt_arctic_a0284,154,1
cmu_us_slt_arctic_b0366,172,1
cmu_us_slt_arctic_a0172,174,1
cmu_us_slt_arctic_b0442,170,1
cmu_us_slt_arctic_b0394,176,1
cmu_us_slt_arctic_a0283,166,1
cmu_us_slt_arctic_a0147,182,1
cmu_us_slt_arctic_b0183,186,1
cmu_us_slt_arctic_a0277,172,1
cmu_us_slt_arctic_b0513,170,1
cmu_us_slt_arctic_a0546,178,1
cmu_us_slt_arctic_a0400,173,1
cmu_us_slt_arctic_a0038,200,1
cmu_us_slt_arctic_a0020,182,1
cmu_us_slt_arctic_b0122,184,1
cmu_us_slt_arctic_a0499,165,1
cmu_us_slt_arctic_a0528,170,1
cmu_us_slt_arctic_a0466,174,1
cmu_us_slt_arctic_b0251,181,1
cmu_us_slt_arctic_b0411,174,1
cmu_us_slt_arctic_b0117,173,1
cmu_us_slt_arctic_a0308,162,1
cmu_us_slt_arctic_b0009,180,1
cmu_us_slt_arctic_b0037,174,1
cmu_us_slt_arctic_b0300,184,1
cmu_us_slt_arctic_a0344,166,1
cmu_us_slt_arctic_a0057,180,1
cmu_us_slt_arctic_b0398,162,1
cmu_us_slt_arctic_a0398,159,1
cmu_us_slt_arctic_a0429,168,1
cmu_us_slt_arctic_b0339,184,1
cmu_us_slt_arctic_b0062,181,1
cmu_us_slt_arctic_b0049,178,1
cmu_us_slt_arctic_b0158,176,1
cmu_us_slt_arctic_a0141,182,1
cmu_us_slt_arctic_b0176,189,1
cmu_us_slt_arctic_b0060,176,1
cmu_us_slt_arctic_a0218,171,1
cmu_us_slt_arctic_a0064,188,1
cmu_us_slt_arctic_a0079,186,1
cmu_us_slt_arctic_b0401,176,1
cmu_us_slt_arctic_b0517,176,1
cmu_us_slt_arctic_b0381,170,1
cmu_us_slt_arctic_b0139,186,1
cmu_us_slt_arctic_a0473,185,1
cmu_us_slt_arctic_b0486,181,1
cmu_us_slt_arctic_b0171,178,1
cmu_us_slt_arctic_a0022,193,1
cmu_us_slt_arctic_b0036,176,1
cmu_us_slt_arctic_a0582,170,1
cmu_us_slt_arctic_a0257,170,1
cmu_us_slt_arctic_b0446,170,1
cmu_us_slt_arctic_b0203,182,1
cmu_us_slt_arctic_a0053,188,1
cmu_us_slt_arctic_b0105,178,1
cmu_us_slt_arctic_b0050,177,1
cmu_us_slt_arctic_b0475,176,1
cmu_us_slt_arctic_b0068,184,1
cmu_us_slt_arctic_a0281,165,1
cmu_us_slt_arctic_b0113,176,1
cmu_us_slt_arctic_b0268,173,1
cmu_us_slt_arctic_a0076,186,1
cmu_us_slt_arctic_a0102,198,1
cmu_us_slt_arctic_a0481,174,1
cmu_us_slt_arctic_b0029,170,1
cmu_us_slt_arctic_a0430,163,1
cmu_us_slt_arctic_a0323,167,1
cmu_us_slt_arctic_b0245,178,1
cmu_us_slt_arctic_b0337,178,1
cmu_us_slt_arctic_b0436,172,1
cmu_us_slt_arctic_a0267,162,1
cmu_us_slt_arctic_a0025,185,1
cmu_us_slt_arctic_b0188,182,1
cmu_us_slt_arctic_a0231,170,1
cmu_us_slt_arctic_b0519,183,1
cmu_us_slt_arctic_b0119,178,1
cmu_us_slt_arctic_b0053,176,1
cmu_us_slt_arctic_b0258,174,1
cmu_us_slt_arctic_a0099,181,1
cmu_us_slt_arctic_b0275,178,1
cmu_us_slt_arctic_b0377,175,1
cmu_us_slt_arctic_a0348,162,1
cmu_us_slt_arctic_b0079,182,1
cmu_us_slt_arctic_b0531,172,1
cmu_us_slt_arctic_a0437,170,1
cmu_us_slt_arctic_a0324,163,1
cmu_us_slt_arctic_a0514,177,1
cmu_us_slt_arctic_b0041,180,1
cmu_us_slt_arctic_a0488,174,1
cmu_us_slt_arctic_b0534,157,1
cmu_us_slt_arctic_b0495,174,1
cmu_us_slt_arctic_b0177,182,1
cmu_us_slt_arctic_a0564,168,1
cmu_us_slt_arctic_b0320,174,1
cmu_us_slt_arctic_b0354,177,1
cmu_us_slt_arctic_b0078,184,1
cmu_us_slt_arctic_b0301,180,1
cmu_us_slt_arctic_b0121,174,1
cmu_us_slt_arctic_b0132,188,1
cmu_us_slt_arctic_b0170,182,1
cmu_us_slt_arctic_a0185,180,1
cmu_us_slt_arctic_b0526,167,1
cmu_us_slt_arctic_b0536,168,1
cmu_us_slt_arctic_a0426,169,1
cmu_us_slt_arctic_a0580,182,1
cmu_us_slt_arctic_b0199,178,1
cmu_us_slt_arctic_a0255,170,1
cmu_us_slt_arctic_a0285,162,1
cmu_us_slt_arctic_a0143,188,1
cmu_us_slt_arctic_a0397,155,1
cmu_us_slt_arctic_b0003,180,1
cmu_us_slt_arctic_a0584,170,1
cmu_us_slt_arctic_a0359,167,1
cmu_us_slt_arctic_b0218,174,1
cmu_us_slt_arctic_b0291,170,1
cmu_us_slt_arctic_b0074,174,1
cmu_us_slt_arctic_b0499,160,1
cmu_us_slt_arctic_b0496,174,1
cmu_us_slt_arctic_b0233,172,1
cmu_us_slt_arctic_a0501,165,1
cmu_us_slt_arctic_a0040,198,1
cmu_us_slt_arctic_a0186,168,1
cmu_us_slt_arctic_b0045,186,1
cmu_us_slt_arctic_a0490,182,1
cmu_us_slt_arctic_a0258,172,1
cmu_us_slt_arctic_a0263,170,1
cmu_us_slt_arctic_a0415,170,1
cmu_us_slt_arctic_a0304,162,1
cmu_us_slt_arctic_b0021,178,1
cmu_us_slt_arctic_b0420,169,1
cmu_us_slt_arctic_a0559,170,1
cmu_us_slt_arctic_a0440,170,1
cmu_us_slt_arctic_a0092,186,1
cmu_us_slt_arctic_a0062,193,1
cmu_us_slt_arctic_b0187,174,1
cmu_us_slt_arctic_a0383,167,1
cmu_us_slt_arctic_a0113,184,1
cmu_us_slt_arctic_b0082,178,1
cmu_us_slt_arctic_b0490,176,1
cmu_us_slt_arctic_a0107,182,1
cmu_us_slt_arctic_a0009,192,1
cmu_us_slt_arctic_a0321,161,1
cmu_us_slt_arctic_b0385,170,1
cmu_us_slt_arctic_b0200,178,1
cmu_us_slt_arctic_b0321,168,1
cmu_us_slt_arctic_a0247,167,1
cmu_us_slt_arctic_a0190,170,1
cmu_us_slt_arctic_a0042,198,1
cmu_us_slt_arctic_a0575,174,1
cmu_us_slt_arctic_a0311,162,1
cmu_us_slt_arctic_a0413,172,1
cmu_us_slt_arctic_b0140,174,1
cmu_us_slt_arctic_a0389,163,1
cmu_us_slt_arctic_a0477,182,1
cmu_us_slt_arctic_b0046,182,1
cmu_us_slt_arctic_b0348,174,1
cmu_us_slt_arctic_b0374,170,1
cmu_us_slt_arctic_b0155,177,1
cmu_us_slt_arctic_b0198,181,1
cmu_us_slt_arctic_a0120,184,1
cmu_us_slt_arctic_a0288,165,1
cmu_us_slt_arctic_a0265,176,1
cmu_us_slt_arctic_a0223,173,1
cmu_us_slt_arctic_a0245,177,1
cmu_us_slt_arctic_a0593,173,1
cmu_us_slt_arctic_b0298,176,1
cmu_us_slt_arctic_a0482,166,1
cmu_us_slt_arctic_a0541,186,1
cmu_us_slt_arctic_a0152,176,1
cmu_us_slt_arctic_b0506,180,1
cmu_us_slt_arctic_a0100,184,1
cmu_us_slt_arctic_b0270,193,1
cmu_us_slt_arctic_b0330,180,1
cmu_us_slt_arctic_a0059,188,1
cmu_us_slt_arctic_a0434,171,1
cmu_us_slt_arctic_b0264,178,1
cmu_us_slt_arctic_a0591,178,1
cmu_us_slt_arctic_a0301,162,1
cmu_us_slt_arctic_b0361,182,1
cmu_us_slt_arctic_a0227,179,1
cmu_us_slt_arctic_b0149,170,1
cmu_us_slt_arctic_b0309,174,1
cmu_us_slt_arctic_a0067,186,1
cmu_us_slt_arctic_b0223,180,1
cmu_us_slt_arctic_a0513,167,1
cmu_us_slt_arctic_a0158,187,1
cmu_us_slt_arctic_b0230,178,1
cmu_us_slt_arctic_a0270,165,1
cmu_us_slt_arctic_a0474,176,1
cmu_us_slt_arctic_b0236,178,1
cmu_us_slt_arctic_b0026,174,1
cmu_us_slt_arctic_a0533,174,1
cmu_us_slt_arctic_b0375,172,1
cmu_us_slt_arctic_b0250,180,1
cmu_us_slt_arctic_b0095,180,1
cmu_us_slt_arctic_b0423,168,1
cmu_us_slt_arctic_a0225,168,1
cmu_us_slt_arctic_b0107,180,1
cmu_us_slt_arctic_a0328,162,1
cmu_us_slt_arctic_b0308,169,1
cmu_us_slt_arctic_a0438,172,1
cmu_us_slt_arctic_b0312,170,1
cmu_us_slt_arctic_a0427,168,1
cmu_us_slt_arctic_b0035,180,1
cmu_us_slt_arctic_a0237,172,1
cmu_us_slt_arctic_a0453,167,1
cmu_us_slt_arctic_a0208,180,1
cmu_us_slt_arctic_b0365,170,1
cmu_us_slt_arctic_b0228,186,1
cmu_us_slt_arctic_b0157,172,1
cmu_us_slt_arctic_b0447,172,1
cmu_us_slt_arctic_b0509,186,1
cmu_us_slt_arctic_a0070,193,1
cmu_us_slt_arctic_a0034,186,1
cmu_us_slt_arctic_b0459,173,1
cmu_us_slt_arctic_a0131,189,1
cmu_us_slt_arctic_a0149,182,1
cmu_us_slt_arctic_b0290,174,1
cmu_us_slt_arctic_b0124,184,1
cmu_us_slt_arctic_a0332,155,1
cmu_us_slt_arctic_a0543,174,1
cmu_us_slt_arctic_b0242,180,1
cmu_us_slt_arctic_b0163,184,1
cmu_us_slt_arctic_b0038,176,1
cmu_us_slt_arctic_a0086,184,1
cmu_us_slt_arctic_a0367,165,1
cmu_us_slt_arctic_b0047,179,1
cmu_us_slt_arctic_b0448,174,1
cmu_us_slt_arctic_a0369,165,1
cmu_us_slt_arctic_b0276,184,1
cmu_us_slt_arctic_b0371,165,1
cmu_us_slt_arctic_b0287,184,1
cmu_us_slt_arctic_b0463,167,1
cmu_us_slt_arctic_a0246,162,1
cmu_us_slt_arctic_a0421,176,1
cmu_us_slt_arctic_a0522,174,1
cmu_us_slt_arctic_b0403,174,1
cmu_us_slt_arctic_b0089,182,1
cmu_us_slt_arctic_b0206,180,1
cmu_us_slt_arctic_a0335,165,1
cmu_us_slt_arctic_a0472,174,1
cmu_us_slt_arctic_b0151,175,1
cmu_us_slt_arctic_a0330,165,1
cmu_us_slt_arctic_a0236,182,1
cmu_us_slt_arctic_a0289,158,1
cmu_us_slt_arctic_a0072,190,1
cmu_us_slt_arctic_a0058,178,1
cmu_us_slt_arctic_b0244,172,1
cmu_us_slt_arctic_b0217,176,1
cmu_us_slt_arctic_a0535,172,1
cmu_us_slt_arctic_b0004,172,1
cmu_us_slt_arctic_b0450,178,1
cmu_us_slt_arctic_b0363,172,1
cmu_us_slt_arctic_a0065,184,1
cmu_us_slt_arctic_a0538,174,1
cmu_us_slt_arctic_b0391,180,1
cmu_us_slt_arctic_a0191,176,1
cmu_us_slt_arctic_a0562,180,1
cmu_us_slt_arctic_b0070,190,1
cmu_us_slt_arctic_a0377,163,1
cmu_us_slt_arctic_b0135,184,1
cmu_us_slt_arctic_b0532,172,1
cmu_us_slt_arctic_a0051,196,1
cmu_us_slt_arctic_b0031,178,1
cmu_us_slt_arctic_b0084,184,1
cmu_us_slt_arctic_b0535,169,1
cmu_us_slt_arctic_a0349,158,1
cmu_us_slt_arctic_a0445,165,1
cmu_us_slt_arctic_b0462,174,1
cmu_us_slt_arctic_b0081,180,1
cmu_us_slt_arctic_b0043,185,1
cmu_us_slt_arctic_a0381,176,1
cmu_us_slt_arctic_a0192,176,1
cmu_us_slt_arctic_a0103,176,1
cmu_us_slt_arctic_a0353,167,1
cmu_us_slt_arctic_a0272,175,1
cmu_us_slt_arctic_b0314,171,1
cmu_us_slt_arctic_b0303,176,1
cmu_us_slt_arctic_a0362,172,1
cmu_us_slt_arctic_b0388,176,1
cmu_us_slt_arctic_b0304,174,1
cmu_us_slt_arctic_b0144,179,1
cmu_us_slt_arctic_b0278,174,1
cmu_us_slt_arctic_b0497,174,1
cmu_us_slt_arctic_a0170,176,1
cmu_us_slt_arctic_a0226,165,1
cmu_us_slt_arctic_b0439,170,1
cmu_us_slt_arctic_a0551,177,1
cmu_us_slt_arctic_a0417,174,1
cmu_us_slt_arctic_a0364,168,1
cmu_us_slt_arctic_b0191,178,1
cmu_us_slt_arctic_b0051,180,1
cmu_us_slt_arctic_a0395,166,1
cmu_us_slt_arctic_a0036,198,1
cmu_us_slt_arctic_a0063,193,1
cmu_us_slt_arctic_b0166,182,1
cmu_us_slt_arctic_b0285,193,1
cmu_us_slt_arctic_b0307,180,1
cmu_us_slt_arctic_b0259,170,1
cmu_us_slt_arctic_a0203,173,1
cmu_us_slt_arctic_a0484,188,1
cmu_us_slt_arctic_b0156,176,1
cmu_us_slt_arctic_a0221,174,1
cmu_us_slt_arctic_b0386,168,1
cmu_us_slt_arctic_a0232,182,1
cmu_us_slt_arctic_b0013,176,1
cmu_us_slt_arctic_b0058,180,1
cmu_us_slt_arctic_b0395,180,1
cmu_us_slt_arctic_a0159,182,1
cmu_us_slt_arctic_b0261,182,1
cmu_us_slt_arctic_a0135,188,1
cmu_us_slt_arctic_b0193,176,1
cmu_us_slt_arctic_a0334,168,1
cmu_us_slt_arctic_a0448,168,1
cmu_us_slt_arctic_b0317,172,1
cmu_us_slt_arctic_a0262,165,1
cmu_us_slt_arctic_b0103,176,1
cmu_us_slt_arctic_a0160,183,1
cmu_us_slt_arctic_a0014,193,1
cmu_us_slt_arctic_a0166,183,1
cmu_us_slt_arctic_b0104,180,1
cmu_us_slt_arctic_a0451,180,1
cmu_us_slt_arctic_b0146,178,1
cmu_us_slt_arctic_b0099,180,1
cmu_us_slt_arctic_b0437,172,1
cmu_us_slt_arctic_a0307,165,1
cmu_us_slt_arctic_a0337,170,1
cmu_us_slt_arctic_a0060,174,1
cmu_us_slt_arctic_b0071,182,1
cmu_us_slt_arctic_a0420,163,1
cmu_us_slt_arctic_a0545,175,1
cmu_us_slt_arctic_b0533,174,1
cmu_us_slt_arctic_a0171,189,1
cmu_us_slt_arctic_a0410,172,1
cmu_us_slt_arctic_a0529,172,1
cmu_us_slt_arctic_a0047,188,1
cmu_us_slt_arctic_a0581,172,1
cmu_us_slt_arctic_a0494,175,1
cmu_us_slt_arctic_a0399,177,1
cmu_us_slt_arctic_b0523,172,1
cmu_us_slt_arctic_a0266,168,1
cmu_us_slt_arctic_b0367,176,1
cmu_us_slt_arctic_a0396,158,1
cmu_us_slt_arctic_b0530,178,1
cmu_us_slt_arctic_a0233,167,1
cmu_us_slt_arctic_b0048,175,1
cmu_us_slt_arctic_b0281,176,1
cmu_us_slt_arctic_b0484,176,1
cmu_us_slt_arctic_a0404,166,1
cmu_us_slt_arctic_a0049,187,1
cmu_us_slt_arctic_a0219,170,1
cmu_us_slt_arctic_a0532,167,1
cmu_us_slt_arctic_b0492,178,1
cmu_us_slt_arctic_b0044,178,1
cmu_us_slt_arctic_a0269,165,1
cmu_us_slt_arctic_a0167,187,1
cmu_us_slt_arctic_a0033,190,1
cmu_us_slt_arctic_b0451,170,1
cmu_us_slt_arctic_b0400,167,1
cmu_us_slt_arctic_b0255,180,1
cmu_us_slt_arctic_a0031,198,1
cmu_us_slt_arctic_a0140,180,1
cmu_us_slt_arctic_a0032,192,1
cmu_us_slt_arctic_a0424,174,1
cmu_us_slt_arctic_a0585,171,1
